sample_index,t_sec,IA(A),IB(A),IC(A),IN(A),IG(A),VA(V),VB(V),VC(V),VS(V),VBAT(V),LSENS1(%),LSENS2(%),LSENS3(%),LSENS4(%),FREQ,TRIG,digital_hex,TRIP,REMTRIP,50P1P,ORED50T,51AT,label_fault,trigger_used
1686,1.05375,,-35.0,0.0,-45.5,-21.0,19,184,-205,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1687,1.054375,,-31.5,-3.5,-45.5,-24.5,-24,206,-182,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1688,1.055,,-28.0,-7.0,-52.5,-21.0,-66,219,-153,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1689,1.055625,,-24.5,-7.0,-49.0,-17.5,-108,226,-118,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1690,1.05625,,-24.5,-14.0,-49.0,-28.0,-145,223,-78,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1691,1.056875,,-24.5,-7.0,-45.5,-24.5,-175,210,-35,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1692,1.0575,,-35.0,-10.5,-49.0,-35.0,-200,190,10,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1693,1.058125,,-31.5,-3.5,-49.0,-24.5,-216,164,52,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1694,1.05875,,-21.0,0.0,-38.5,-7.0,-224,130,94,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1695,1.059375,,-17.5,0.0,-42.0,-3.5,-226,92,133,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1696,1.06,,-21.0,0.0,-45.5,-7.0,-216,50,165,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1697,1.060625,,-28.0,-3.5,-45.5,-24.5,-197,5,193,0,232,0.01,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1698,1.06125,,-31.5,-3.5,-49.0,-24.5,-173,-39,212,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1699,1.061875,,-31.5,-7.0,-42.0,-35.0,-142,-81,222,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1700,1.0625,,-24.5,-3.5,-49.0,-24.5,-104,-122,226,0,232,0.02,0.0,0.0,0.01,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1701,1.063125,,-28.0,-3.5,-49.0,-24.5,-64,-156,220,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1702,1.06375,,-28.0,-3.5,-49.0,-24.5,-19,-184,204,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1703,1.064375,,-24.5,-7.0,-45.5,-28.0,25,-206,182,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1704,1.065,,-28.0,-3.5,-38.5,-21.0,67,-219,152,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1705,1.065625,,-31.5,-3.5,-38.5,-28.0,108,-226,117,0,232,0.02,0.0,0.0,0.01,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1706,1.06625,,-24.5,-10.5,-42.0,-24.5,145,-223,77,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1707,1.066875,,-17.5,-7.0,-42.0,-21.0,175,-210,34,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1708,1.0675,,-24.5,-3.5,-45.5,-14.0,200,-190,-11,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1709,1.068125,,-21.0,-7.0,-49.0,-10.5,216,-163,-53,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1710,1.06875,,-21.0,-3.5,-49.0,-7.0,224,-129,-95,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1711,1.069375,,-21.0,-3.5,-42.0,0.0,225,-90,-134,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1712,1.07,,-28.0,-3.5,-42.0,-17.5,215,-48,-166,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1713,1.070625,,-35.0,0.0,-42.0,-28.0,197,-3,-193,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1714,1.07125,,-31.5,-7.0,-45.5,-28.0,172,38,-212,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1715,1.071875,,-21.0,-10.5,-42.0,-17.5,141,81,-223,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1716,1.0725,,-24.5,0.0,-35.0,-17.5,103,122,-226,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1717,1.073125,,-24.5,-3.5,-35.0,-17.5,62,156,-220,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1718,1.07375,,-24.5,-3.5,-45.5,-21.0,18,185,-204,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1719,1.074375,,-28.0,-3.5,-38.5,-17.5,-25,206,-181,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1720,1.075,,-31.5,-3.5,-35.0,-17.5,-67,219,-152,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1721,1.075625,,-35.0,0.0,-42.0,-28.0,-109,226,-116,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1722,1.07625,,-28.0,0.0,-49.0,-28.0,-146,223,-77,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1723,1.076875,,-28.0,-3.5,-45.5,-17.5,-176,210,-33,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1724,1.0775,,-24.5,-7.0,-45.5,-14.0,-201,189,12,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1725,1.078125,,-24.5,-10.5,-42.0,-21.0,-216,163,54,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1726,1.07875,,-28.0,-10.5,-45.5,-21.0,-224,129,96,0,232,0.02,0.0,0.0,0.03,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1727,1.079375,,-31.5,-3.5,-42.0,-21.0,-226,90,135,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1728,1.08,,-21.0,-7.0,-38.5,-24.5,-215,49,166,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1729,1.080625,,-21.0,-14.0,-38.5,-28.0,-197,3,194,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1730,1.08125,,-28.0,-7.0,-45.5,-28.0,-172,-40,212,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1731,1.081875,,-28.0,-10.5,-42.0,-28.0,-141,-82,223,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1732,1.0825,,-28.0,0.0,-42.0,-21.0,-103,-123,226,0,232,0.02,0.0,0.0,0.01,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1733,1.083125,,-31.5,3.5,-42.0,-17.5,-62,-157,220,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1734,1.08375,,-21.0,-3.5,-38.5,-21.0,-18,-185,203,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1735,1.084375,,-21.0,-10.5,-38.5,-21.0,26,-207,181,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1736,1.085,,-21.0,-14.0,-45.5,-24.5,68,-220,152,0,232,0.02,0.0,0.0,0.03,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1737,1.085625,,-14.0,-7.0,-35.0,-14.0,110,-226,115,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1738,1.08625,,-21.0,-3.5,-31.5,-21.0,146,-223,76,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1739,1.086875,,-21.0,-3.5,-35.0,-17.5,176,-209,32,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1740,1.0875,,-28.0,-7.0,-35.0,-28.0,201,-189,-12,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1741,1.088125,,-24.5,-3.5,-38.5,-21.0,216,-162,-54,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1742,1.08875,,-31.5,3.5,-42.0,-21.0,224,-128,-96,0,233,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1743,1.089375,,-24.5,3.5,-42.0,-7.0,225,-89,-135,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1744,1.09,,-21.0,-3.5,-35.0,-10.5,215,-46,-167,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1745,1.090625,,-17.5,0.0,-38.5,-3.5,196,-2,-194,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1746,1.09125,,-24.5,0.0,-42.0,-24.5,172,40,-212,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1747,1.091875,,-24.5,-3.5,-35.0,-24.5,140,82,-223,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1748,1.0925,,-24.5,0.0,-42.0,-14.0,102,124,-226,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1749,1.093125,,-21.0,0.0,-42.0,-7.0,61,157,-219,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1750,1.09375,,-17.5,0.0,-42.0,-10.5,17,186,-203,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1751,1.094375,,-21.0,0.0,-42.0,-21.0,-27,207,-180,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1752,1.095,,-28.0,0.0,-42.0,-21.0,-69,219,-151,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1753,1.095625,,-35.0,0.0,-38.5,-28.0,-111,226,-115,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1754,1.09625,,-28.0,-3.5,-38.5,-31.5,-147,223,-75,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1755,1.096875,,-21.0,0.0,-38.5,-10.5,-177,209,-32,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1756,1.0975,,-21.0,0.0,-31.5,-7.0,-201,188,13,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1757,1.098125,,-24.5,-3.5,-28.0,-24.5,-217,162,55,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1758,1.09875,,-21.0,-3.5,-38.5,-17.5,-225,127,97,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
