sample_index,t_sec,IA(A),IB(A),IC(A),IN(A),IG(A),VA(V),VB(V),VC(V),VS(V),VBAT(V),LSENS1(%),LSENS2(%),LSENS3(%),LSENS4(%),FREQ,TRIG,digital_hex,TRIP,REMTRIP,50P1P,ORED50T,51AT,label_fault,trigger_used
1261,0.788125,,-77.0,0.0,-112.0,-45.5,210,-177,-33,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1262,0.78875,,-77.0,0.0,-116.0,-42.0,221,-146,-75,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1263,0.789375,,-80.5,-3.5,-119.0,-45.5,226,-109,-117,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1264,0.79,,-77.0,-7.0,-112.0,-45.5,221,-68,-152,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1265,0.790625,,-84.0,-10.5,-109.0,-56.0,206,-24,-181,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1266,0.79125,,-77.0,-7.0,-112.0,-52.5,185,19,-204,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1267,0.791875,,-73.5,-3.5,-112.0,-42.0,157,61,-218,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1268,0.7925,,-73.5,-3.5,-112.0,-42.0,121,103,-226,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1269,0.793125,,-70.0,-3.5,-112.0,-38.5,82,141,-224,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1270,0.79375,,-70.0,0.0,-109.0,-42.0,39,172,-212,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1271,0.794375,,-70.0,0.0,-112.0,-38.5,-5,197,-193,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1272,0.795,,-66.5,0.0,-116.0,-31.5,-48,214,-167,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1273,0.795625,,-66.5,0.0,-116.0,-35.0,-90,223,-134,0,233,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1274,0.79625,,-73.5,0.0,-112.0,-35.0,-130,226,-96,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1275,0.796875,,-80.5,0.0,-112.0,-42.0,-162,217,-54,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1276,0.7975,,-80.5,-3.5,-116.0,-52.5,-190,200,-9,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1277,0.798125,,-73.5,0.0,-119.0,-38.5,-210,176,34,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1278,0.79875,,-73.5,0.0,-116.0,-38.5,-221,145,76,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1279,0.799375,,-80.5,-10.5,-112.0,-63.0,-226,109,117,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1280,0.8,,-73.5,-7.0,-112.0,-49.0,-221,69,152,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1281,0.800625,,-80.5,-3.5,-109.0,-45.5,-206,24,181,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1282,0.80125,,-77.0,-3.5,-105.0,-45.5,-184,-21,205,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1283,0.801875,,-73.5,0.0,-112.0,-45.5,-156,-62,218,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1284,0.8025,,-70.0,0.0,-112.0,-42.0,-121,-104,226,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1285,0.803125,,-63.0,0.0,-116.0,-31.5,-82,-142,224,0,232,0.02,0.0,0.0,0.01,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1286,0.80375,,-56.0,-7.0,-112.0,-28.0,-39,-172,212,0,232,0.02,0.0,0.0,0.01,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1287,0.804375,,-73.5,-10.5,-112.0,-49.0,6,-198,192,0,232,0.01,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1288,0.805,,-70.0,-7.0,-109.0,-42.0,48,-214,166,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1289,0.805625,,-70.0,-10.5,-109.0,-45.5,90,-224,133,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1290,0.80625,,-70.0,-14.0,-109.0,-49.0,130,-226,95,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1291,0.806875,,-73.5,-7.0,-109.0,-45.5,163,-217,53,0,232,0.02,0.0,0.0,0.01,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1292,0.8075,,-77.0,-7.0,-109.0,-56.0,190,-199,8,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1293,0.808125,,-70.0,-3.5,-105.0,-38.5,210,-176,-35,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1294,0.80875,,-66.5,-3.5,-112.0,-35.0,221,-145,-76,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1295,0.809375,,-63.0,-3.5,-109.0,-35.0,226,-108,-118,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1296,0.81,,-56.0,-3.5,-109.0,-31.5,221,-67,-153,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1297,0.810625,,-56.0,-3.5,-112.0,-24.5,206,-22,-182,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1298,0.81125,,-52.5,-7.0,-112.0,-28.0,184,20,-205,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1299,0.811875,,-63.0,-7.0,-105.0,-42.0,156,62,-219,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1300,0.8125,,-70.0,-7.0,-102.0,-52.5,120,105,-226,0,232,0.01,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1301,0.813125,,-66.5,-3.5,-112.0,-38.5,81,142,-224,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1302,0.81375,,-66.5,0.0,-112.0,-42.0,38,173,-212,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1303,0.814375,,-70.0,0.0,-109.0,-38.5,-7,198,-192,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1304,0.815,,-70.0,0.0,-109.0,-35.0,-49,214,-166,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1305,0.815625,,-70.0,0.0,-112.0,-38.5,-91,224,-132,0,233,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1306,0.81625,,-63.0,0.0,-109.0,-38.5,-131,226,-94,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1307,0.816875,,-63.0,-3.5,-105.0,-42.0,-163,216,-53,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1308,0.8175,,-66.5,-7.0,-109.0,-49.0,-191,199,-8,0,232,0.02,0.0,0.0,0.01,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1309,0.818125,,-63.0,-7.0,-105.0,-38.5,-211,175,35,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1310,0.81875,,-73.5,-10.5,-98.0,-45.5,-222,144,77,0,232,0.02,0.0,0.0,0.01,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1311,0.819375,,-73.5,-7.0,-102.0,-45.5,-226,107,119,0,232,0.03,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1312,0.82,,-66.5,0.0,-109.0,-35.0,-221,67,153,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1313,0.820625,,-63.0,-3.5,-109.0,-42.0,-206,23,182,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1314,0.82125,,-73.5,-3.5,-105.0,-42.0,-184,-22,205,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1315,0.821875,,-66.5,-3.5,-105.0,-38.5,-155,-64,219,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1316,0.8225,,-56.0,-7.0,-105.0,-35.0,-120,-105,226,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1317,0.823125,,-66.5,0.0,-102.0,-31.5,-81,-143,224,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1318,0.82375,,-63.0,0.0,-102.0,-35.0,-38,-173,211,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050802104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1319,0.824375,,-63.0,-3.5,-94.5,-42.0,8,-199,191,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1320,0.825,,-66.5,-7.0,-102.0,-45.5,50,-215,165,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1321,0.825625,,-66.5,0.0,-98.0,-45.5,92,-224,132,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1322,0.82625,,-63.0,0.0,-102.0,-38.5,132,-226,93,0,232,0.02,0.0,0.0,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1323,0.826875,,-63.0,-3.5,-105.0,-28.0,164,-216,52,0,232,0.02,0.0,0.01,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1324,0.8275,,-63.0,0.0,-105.0,-31.5,191,-199,7,0,232,0.02,0.0,0.02,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1325,0.828125,,-56.0,-3.5,-98.0,-31.5,211,-175,-36,0,232,0.02,0.0,0.02,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1326,0.82875,,-59.5,0.0,-98.0,-24.5,222,-144,-78,0,232,0.02,0.0,0.03,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1327,0.829375,,-66.5,0.0,-94.5,-38.5,226,-106,-120,0,232,0.02,0.0,0.05,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1328,0.83,,-63.0,0.0,-102.0,-38.5,221,-65,-154,0,232,0.02,0.0,0.08,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1329,0.830625,,-59.5,0.0,-109.0,-31.5,205,-21,-183,0,232,0.02,0.0,0.1,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1330,0.83125,,-63.0,-3.5,-102.0,-38.5,183,22,-206,0,232,0.02,0.0,0.1,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1331,0.831875,,-63.0,-3.5,-102.0,-42.0,155,63,-219,0,232,0.02,0.0,0.08,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1332,0.8325,,-56.0,0.0,-98.0,-28.0,119,106,-226,0,232,0.02,0.0,0.07,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
1333,0.833125,,-52.5,0.0,-98.0,-17.5,79,144,-224,0,232,0.02,0.0,0.05,0.02,50.05,,00000000000000FF24320000C1000000C0409C0061800000000000000000028007001A200025000000000000000029386161000042428200000500000000000000000000000000000000000000000000000000000000000000000000000000050000104000000000040000000000000000000CF00000000000000000000000FFF1001F00000000000700000000000000,1,0,0,0,0,0,ORED50T
